"idno","netusoft","netustm","polintr","vote","prtvtgee","clsprty","prtclgee","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","health","rlgblg","rlgdnm","rlgblge","rlgdnme","rlgdgr","ctzcntr","ctzshipd","brncntr","cntbrthd","lnghom1","lnghom2","gndr","agea","rshpsts","marsts","domicil","edlvdee","eduyrs","mnactic","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","icwhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","region","totinch","ptotinc"
3867,5,420,3,1,1,1,NA,NA,2,8,7,5,6,6,7,8,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,35,NA,6,5,620,19,1,NA,NA,1,NA,1,5,1,21,7,3,40,1,40,84,1,5411,2,1,2,2,3,"Western",1064,1064
3920,1,NA,2,1,1,1,6,2,9,8,9,6,10,10,8,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,72,NA,5,3,213,8,6,NA,2017,2,0,NA,1,2,NA,10,10,NA,2,0,45,4,7231,2,2,NA,NA,3,"Central",242,242
3921,5,240,4,1,3,2,NA,NA,8,5,4,1,4,9,5,6,3,1,2,NA,NA,3,1,"6666",1,"6666","EST","000",2,41,3,6,2,720,18,1,NA,NA,1,NA,1,4,2,NA,9,5,32,1,32,85,1,2250,2,2,NA,NA,2,"Southern",2944,736
3947,5,120,3,3,NA,2,NA,NA,NA,9,10,7,7,8,9,8,3,1,3,NA,NA,7,1,"6666",1,"6666","RUS","000",2,16,NA,6,3,213,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"North",979,0
4071,1,NA,2,1,2,1,2,2,5,5,6,8,8,6,3,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,73,1,NA,4,313,12,6,NA,2015,1,NA,1,4,2,NA,7,0,168,1,40,36,4,3132,2,2,NA,NA,2,"North",780,390
4090,5,480,4,2,NA,2,NA,NA,NA,8,6,0,4,10,6,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,38,3,6,4,323,13,1,NA,NA,1,NA,1,3,1,22,6,0,40,1,40,31,4,3122,2,2,NA,NA,3,"Central",1777,355
4092,1,NA,2,1,2,1,2,2,6,7,5,5,5,7,5,5,4,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,83,1,NA,3,213,7,6,NA,1991,1,NA,1,1,2,NA,5,5,40,1,40,1,3,4311,2,2,NA,NA,2,"Central",710,355
4139,5,420,3,1,9,1,6,3,8,8,2,2,2,7,4,7,2,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,65,3,4,4,423,12,1,NA,NA,1,NA,1,3,2,NA,6,2,35,1,35,85,1,2342,2,1,2,2,2,"Southern",2113,1056
4153,1,NA,4,1,NA,2,NA,NA,5,5,4,3,3,4,5,6,1,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",1,58,3,4,3,313,11,1,NA,NA,1,NA,3,1,2,NA,0,0,NA,2,40,41,6,9313,2,1,1,2,2,"Southern",1476,492
4159,5,300,3,3,NA,1,2,2,4,9,8,8,8,8,8,9,2,2,NA,2,NA,0,2,"RU",1,"6666","RUS","000",1,23,NA,6,3,313,12,1,NA,NA,1,NA,1,3,2,NA,0,0,40,1,40,25,4,8122,2,2,NA,NA,3,"Northeastern",445,222
4215,5,60,3,1,2,2,NA,NA,5,6,4,4,5,6,5,9,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,34,1,NA,3,620,17,1,NA,NA,1,NA,1,1,1,3,6,8,40,1,40,96,4,5142,2,1,2,2,3,"Southern",3022.1333105003,432
4216,5,150,4,1,2,NA,NA,NA,5,7,5,3,6,6,2,7,3,2,NA,2,NA,6,1,"6666",1,"6666","RUS","000",2,43,1,NA,3,423,14,8,NA,2017,1,NA,1,1,2,NA,9,2,40,1,45,46,4,5223,2,1,1,2,3,"North",1566,324
4221,1,NA,4,2,NA,2,NA,NA,NA,10,8,0,0,8,4,10,2,2,NA,2,NA,8,1,"6666",1,"6666","EST","000",2,64,NA,5,4,321,10,6,NA,1993,1,NA,1,3,2,NA,0,0,40,1,40,86,1,5321,2,2,NA,NA,3,"Southern",938,469
4222,5,120,3,3,NA,2,NA,NA,8,10,7,8,8,7,6,9,2,2,NA,1,3,4,1,"6666",1,"6666","RUS","000",1,18,NA,6,1,213,11,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"North",3286.90271265805,0
4285,2,NA,3,1,NA,2,NA,NA,5,5,5,5,0,8,6,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,72,1,NA,3,321,11,6,NA,2010,1,NA,1,1,2,NA,0,0,40,1,40,49,4,8331,2,2,NA,NA,2,"Central",839,420
4293,5,330,1,1,1,1,1,2,7,6,6,4,8,8,8,7,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,63,NA,6,4,323,12,6,NA,2014,1,NA,1,2,2,NA,8,0,40,1,40,87,2,3412,2,2,NA,NA,2,"Central",515,515
4303,5,240,1,1,4,1,4,2,6,8,7,6,8,8,5,8,2,1,2,NA,NA,7,1,"6666",1,"6666","EST","000",1,40,1,NA,1,720,16,1,NA,NA,2,3,NA,1,1,3,7,8,40,1,50,20,4,1321,2,2,NA,NA,3,"North",5582.38169116599,1116
4340,5,30,2,1,6,1,6,2,NA,10,5,2,6,6,0,6,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,59,1,NA,5,323,12,1,NA,NA,1,NA,1,1,2,NA,3,0,40,1,40,86,4,5329,2,2,NA,NA,2,"Western",2026,506
4350,4,45,2,2,NA,2,NA,NA,8,7,7,7,7,8,7,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,66,1,NA,3,313,11,6,NA,2015,1,NA,1,1,2,NA,7,0,40,1,40,8,4,7233,2,1,2,1,2,"Western",1610,805
4411,4,720,3,3,NA,2,NA,NA,NA,9,7,8,7,9,8,8,3,2,NA,2,NA,2,1,"6666",1,"6666","RUS","EST",1,17,NA,6,1,213,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,"Western",4596.68709143045,0
4596,5,510,2,1,4,1,2,2,6,8,6,6,2,8,7,9,2,1,3,NA,NA,6,1,"6666",1,"6666","RUS","EST",2,32,1,NA,3,610,16,8,NA,2018,1,NA,1,4,2,NA,9,2,40,1,40,84,1,3412,2,1,2,2,3,"Northeastern",2037,230
4601,5,120,3,1,NA,2,NA,NA,5,8,5,3,4,8,4,8,1,1,2,NA,NA,9,1,"6666",1,"6666","EST","000",2,33,1,NA,1,610,16,8,NA,2015,1,NA,1,4,1,7,10,9,40,1,40,86,2,3212,2,2,NA,NA,2,"North",1553,258
4610,5,420,3,1,6,1,6,1,5,8,5,2,8,10,5,5,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,56,3,6,1,313,11,1,NA,NA,1,NA,1,1,2,NA,5,0,35,1,37,47,4,3322,2,2,NA,NA,3,"Southern",1139,380
4663,5,720,2,2,NA,1,1,3,7,6,4,5,6,3,6,4,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,21,NA,6,3,321,12,1,NA,NA,1,NA,1,1,2,NA,6,6,40,1,50,16,4,5223,1,1,2,1,3,"North",1914,1914
4693,1,NA,2,1,3,1,3,3,5,5,7,5,5,10,4,5,3,1,2,NA,NA,5,1,"6666",1,"6666","EST","000",1,85,1,NA,1,323,11,6,NA,2008,1,NA,1,3,2,NA,6,1,40,1,40,93,1,9629,2,2,NA,NA,2,"North",1149,574
4698,4,60,2,2,NA,1,4,2,6,9,4,6,6,4,7,8,3,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,54,1,NA,4,710,16,1,NA,NA,2,0,NA,1,2,NA,10,10,40,1,40,1,5,1311,2,1,2,2,3,"Southern",1075,538
4731,5,15,2,2,NA,2,NA,NA,5,9,7,5,7,9,9,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,54,NA,6,5,520,14,1,NA,NA,1,NA,1,1,2,NA,9,5,40,1,50,42,4,7126,1,2,NA,NA,2,"Western",4997.56097971442,4997.56097971442
4764,5,180,3,2,NA,2,NA,NA,8,7,6,5,6,9,7,7,2,1,3,NA,NA,6,1,"6666",1,"6666","RUS","EST",1,19,NA,6,3,313,12,1,NA,NA,1,NA,1,2,2,NA,7,8,40,1,40,41,4,7111,1,2,NA,NA,3,"Central",4242.16337311537,1061
4849,1,NA,4,2,NA,2,NA,NA,5,6,6,5,5,7,6,7,4,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,73,NA,5,3,423,15,6,NA,2009,1,NA,1,3,2,NA,3,1,40,1,40,86,1,3212,2,2,NA,NA,2,"Central",434,434
4870,5,210,3,1,NA,2,NA,NA,5,8,4,1,3,8,5,7,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,32,4,6,4,321,12,1,NA,NA,1,NA,1,2,2,NA,9,3,40,1,40,30,4,7115,1,1,2,1,3,"Western",2374,791
4875,3,NA,2,2,NA,2,NA,NA,5,8,5,5,6,8,8,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,66,1,NA,4,520,15,1,NA,NA,1,NA,1,3,2,NA,10,0,40,1,40,30,4,9629,2,1,1,2,2,"North",880,440
4913,5,360,3,1,2,1,2,2,5,8,6,5,5,7,7,7,3,2,NA,2,NA,1,1,"6666",1,"6666","RUS","EST",1,29,NA,6,1,423,13,1,NA,NA,1,NA,1,4,2,NA,5,5,40,1,40,NA,4,7212,2,1,1,2,3,"North",1200,400
4942,1,NA,2,1,2,2,NA,NA,5,6,7,7,7,7,3,9,3,1,2,NA,NA,10,1,"6666",1,"6666","EST","000",1,82,1,NA,5,113,6,6,NA,1997,1,NA,1,2,2,NA,2,2,40,1,40,49,1,8331,2,2,NA,NA,3,"Southern",449,224
4950,2,NA,3,1,2,1,2,2,5,5,3,2,3,2,2,5,3,2,NA,2,NA,1,1,"6666",1,"6666","RUS","000",2,51,1,NA,3,323,12,1,NA,NA,1,NA,1,2,2,NA,5,0,40,1,40,81,4,9112,2,1,1,1,3,"Northeastern",3343.71045604348,836
4978,5,120,2,1,2,NA,NA,NA,NA,10,0,5,8,8,8,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,43,3,6,3,323,13,8,NA,2017,1,NA,1,2,1,2,8,0,40,1,40,1,4,9213,2,2,NA,NA,3,"Central",2055,290
4997,5,300,4,2,NA,2,NA,NA,5,9,6,6,5,6,7,8,3,2,NA,1,3,4,1,"6666",1,"6666","RUS","000",2,21,NA,6,1,313,14,1,NA,NA,1,NA,1,3,2,NA,6,1,16,1,16,56,4,5120,1,1,2,1,3,"North",448,448
5014,3,NA,4,1,4,2,NA,NA,2,10,0,7,1,6,4,10,3,1,2,NA,NA,8,1,"6666",1,"6666","EST","RUS",2,39,NA,6,3,129,7,1,NA,NA,1,NA,1,3,2,NA,5,0,30,1,6,87,1,9412,2,1,1,1,2,"Western",467,467
5018,5,720,2,1,4,2,NA,NA,4,8,7,3,3,7,2,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,51,1,NA,1,610,14,1,NA,NA,1,NA,1,3,1,1,8,3,40,1,50,18,4,2166,2,2,NA,NA,2,"North",1685,842
5221,5,60,3,1,4,1,4,3,6,8,6,4,7,8,5,9,2,2,NA,1,2,6,1,"6666",1,"6666","EST","888",2,31,1,NA,4,620,19,8,NA,2017,1,NA,1,1,1,7,8,8,40,1,40,10,4,1221,1,1,2,2,3,"North",665,227
5226,5,180,2,3,NA,2,NA,NA,0,10,10,10,10,10,10,10,2,1,4,NA,NA,10,2,"AM",2,"AM","ARM","000",1,45,1,NA,1,313,12,1,NA,NA,1,NA,1,4,2,NA,0,0,40,1,40,31,4,7534,2,2,NA,NA,1,"North",1533,383
5240,5,60,4,3,NA,2,NA,NA,5,7,0,0,0,9,7,9,3,2,NA,2,NA,0,2,"6500",1,"6666","RUS","000",2,39,NA,6,1,313,10,1,NA,NA,1,NA,1,2,2,NA,7,1,40,1,40,56,4,5120,2,1,1,2,3,"North",535,134
5268,5,240,4,2,NA,2,NA,NA,3,8,5,5,4,6,3,9,2,2,NA,2,NA,3,1,"6666",1,"6666","RUS","000",2,23,1,NA,3,213,11,8,NA,2015,1,NA,1,4,2,NA,0,0,40,1,40,18,4,7543,2,2,NA,NA,3,"North",2292,232
5273,1,NA,3,2,NA,2,NA,NA,0,3,5,1,4,7,8,4,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,62,NA,6,4,313,11,5,NA,1995,1,NA,1,3,2,NA,2,1,40,1,40,49,4,7231,2,1,1,2,1,"Southern",373,373
5402,5,360,3,2,NA,2,NA,NA,5,7,7,5,7,9,6,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,56,NA,5,3,720,16,1,NA,NA,1,NA,1,1,1,4,8,6,40,1,48,47,2,1420,2,2,NA,NA,2,"Southern",1365,1365
5409,5,180,3,1,1,2,NA,NA,6,8,3,4,7,6,6,8,3,2,NA,2,NA,7,1,"6666",1,"6666","EST","000",2,30,NA,6,4,313,12,1,NA,NA,1,NA,1,2,2,NA,8,5,20,1,20,85,1,9112,2,1,1,2,3,"Southern",1401,467
5417,5,180,4,2,NA,2,NA,NA,5,8,5,5,5,9,3,7,2,1,3,NA,NA,2,1,"6666",1,"6666","EST","000",2,22,3,6,4,423,14,8,NA,2018,1,NA,1,3,2,NA,3,0,40,1,45,10,4,8183,2,2,NA,NA,3,"Southern",2826,328
5423,5,60,3,1,2,1,6,3,6,6,3,0,0,4,5,10,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,53,3,4,5,323,12,5,NA,2009,1,NA,1,2,2,NA,6,0,40,1,40,1,4,6121,2,2,NA,NA,2,"Western",980,445
5448,5,480,4,1,10,2,NA,NA,NA,9,6,6,7,7,6,9,2,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,34,3,6,2,313,16,1,NA,NA,2,3,NA,1,1,2,10,10,NA,2,30,18,4,1321,2,2,NA,NA,3,"North",3784.05081010879,946
5543,5,120,3,2,NA,1,6,3,NA,10,0,0,0,8,5,10,3,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",1,37,3,4,4,323,15,1,NA,NA,1,NA,1,1,2,NA,9,0,40,1,40,1,4,8322,1,1,1,1,3,"Southern",2370,790
5549,4,480,3,1,4,2,NA,NA,5,7,6,6,8,8,6,8,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,46,4,6,5,720,21,1,NA,NA,1,NA,1,5,2,NA,9,3,40,1,35,85,2,2431,1,1,2,1,3,"North",2601,867
5551,5,300,2,1,2,1,2,2,5,8,6,6,8,6,7,8,2,1,7,NA,NA,10,1,"6666",1,"6666","RUS","000",1,38,1,NA,2,313,15,1,NA,NA,2,12,NA,1,1,2,10,10,40,1,30,25,4,1321,2,2,NA,NA,3,"North",2816,704
5655,5,600,4,1,NA,2,NA,NA,5,9,6,4,5,6,6,9,2,1,3,NA,NA,8,1,"6666",1,"6666","RUS","000",2,22,3,6,1,313,15,1,NA,NA,1,NA,1,3,1,60,10,1,40,1,40,86,4,4226,2,2,NA,NA,3,"North",974,487
5659,5,180,2,1,3,1,3,2,6,7,6,5,6,8,6,8,3,1,2,NA,NA,10,1,"6666",1,"6666","EST","000",1,69,1,NA,5,720,17,6,NA,2017,1,NA,1,2,1,10,9,8,40,1,4,84,1,1112,2,2,NA,NA,3,"Southern",1168,584
5701,1,NA,3,2,NA,2,NA,NA,1,3,3,2,3,7,5,4,4,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,41,NA,6,3,213,10,8,NA,2016,1,NA,1,2,2,NA,2,0,40,1,40,16,4,8172,2,1,1,1,3,"Southern",257,257
5710,1,NA,4,1,4,2,NA,NA,1,5,5,5,5,10,6,5,3,1,2,NA,NA,4,1,"6666",2,"RU","RUS","000",2,79,NA,5,3,321,10,6,NA,1999,1,NA,1,2,2,NA,8,5,40,1,40,86,1,9112,2,2,NA,NA,3,"Southern",253,253
5729,2,NA,2,1,1,2,NA,NA,5,9,8,6,6,6,7,9,4,2,NA,2,NA,3,1,"6666",1,"6666","EST","000",2,90,NA,5,3,213,9,6,NA,1990,1,NA,1,2,2,NA,7,5,40,1,40,93,4,2354,2,2,NA,NA,2,"Central",582,582
5768,4,75,4,2,NA,2,NA,NA,5,3,5,1,2,2,3,5,2,2,NA,2,NA,0,1,"6666",1,"6666","RUS","000",1,35,NA,6,3,520,15,3,NA,2018,1,NA,2,2,2,NA,1,1,40,1,40,56,4,5120,1,1,2,2,3,"Northeastern",450,450
5861,5,60,3,1,2,1,2,2,1,9,7,10,7,5,7,8,3,1,3,NA,NA,3,1,"6666",2,"UA","RUS","000",2,79,NA,4,1,620,14,6,NA,1994,1,NA,1,1,2,NA,7,4,40,1,40,64,1,1346,2,2,NA,NA,2,"North",508,508
5879,3,NA,2,1,4,1,4,2,4,7,6,4,7,8,7,9,2,2,NA,2,NA,3,1,"6666",1,"6666","EST","RUS",1,79,1,NA,1,720,17,6,NA,2015,1,NA,1,4,1,250,8,8,48,1,48,25,4,3122,2,2,NA,NA,2,"North",1120,560
5948,5,60,2,3,NA,2,NA,NA,5,8,6,7,7,8,9,9,4,1,2,NA,NA,10,2,"UA",2,"UA","RUS","UKR",1,52,1,NA,3,321,11,1,NA,2018,1,NA,3,1,2,NA,10,10,40,1,40,41,4,7111,2,1,1,2,2,"Northeastern",893,149
5999,5,300,3,1,1,1,1,2,6,9,7,6,4,8,8,9,1,2,NA,2,NA,5,1,"6666",1,"6666","EST","RUS",1,26,NA,6,3,620,18,2,NA,NA,3,NA,3,1,2,NA,5,6,0,1,4,47,4,2619,2,1,1,1,3,"Southern",1699,0
6003,5,180,2,1,NA,1,NA,NA,7,8,7,5,7,6,3,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,70,1,NA,4,720,16,1,NA,NA,1,NA,1,1,2,NA,9,6,40,1,40,10,4,7511,2,2,NA,NA,2,"Northeastern",1048,524
6004,1,NA,3,1,NA,2,NA,NA,7,5,3,2,3,7,7,5,3,2,NA,2,NA,5,1,"6666",1,"6666","EST","000",2,75,NA,5,2,313,11,6,NA,2017,1,NA,1,4,2,NA,5,0,20,1,20,47,4,5223,2,2,NA,NA,2,"Western",443,443
6027,5,60,3,1,10,1,4,3,8,9,8,7,5,8,6,9,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,30,3,6,4,720,17,8,NA,2016,1,NA,1,5,2,NA,6,4,40,1,40,84,1,2133,2,2,NA,NA,3,"Western",2385,144
6086,5,120,2,1,1,2,NA,NA,8,5,7,6,6,10,5,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,90,NA,5,3,710,17,6,NA,1998,1,NA,1,2,2,NA,6,4,40,1,40,85,1,2330,2,2,NA,NA,2,"Western",732,732
6095,5,90,2,1,4,1,2,2,NA,7,7,6,4,9,4,8,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","RUS",1,67,1,NA,3,313,11,6,NA,NA,1,NA,1,3,1,3,10,0,40,1,40,68,1,7126,2,2,NA,NA,2,"Northeastern",1015,508
6115,4,60,4,1,4,2,NA,NA,5,7,4,5,4,8,4,7,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,51,1,NA,4,313,11,1,NA,NA,1,NA,1,2,2,NA,3,0,40,1,40,93,1,9112,2,2,NA,NA,3,"Southern",2324,581
6143,4,120,3,2,NA,2,NA,NA,5,6,3,4,0,7,3,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,41,NA,6,4,423,13,1,NA,NA,1,NA,1,2,2,NA,6,3,40,1,40,45,4,7231,2,2,NA,NA,3,"Southern",1610,805
6186,1,NA,2,1,2,1,2,2,5,5,3,3,5,1,1,5,3,1,3,NA,NA,7,2,"RU",2,"RU","RUS","000",2,66,NA,4,1,313,10,6,NA,NA,1,NA,1,5,2,NA,0,0,48,1,48,35,3,9112,2,2,NA,NA,2,"Northeastern",427,427
6258,5,30,3,2,NA,2,NA,NA,5,5,5,5,10,9,5,5,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","888",1,33,1,NA,5,213,9,8,NA,2017,1,NA,1,1,2,NA,5,5,40,1,40,41,4,7111,2,1,1,2,3,"North",1532,181
6276,4,180,3,1,4,2,NA,NA,5,9,5,0,2,3,2,9,2,2,NA,1,2,2,1,"6666",1,"6666","EST","000",1,59,1,NA,4,323,11,1,NA,NA,1,NA,1,4,1,14,8,1,40,1,40,30,4,3122,2,2,NA,NA,2,"Western",2070,1035
6316,5,60,3,3,NA,2,NA,NA,5,7,4,5,4,6,5,7,3,1,3,NA,NA,2,2,"6500",1,"6666","RUS","000",2,42,1,NA,1,313,12,1,NA,NA,1,NA,1,3,2,NA,4,0,40,1,40,47,4,5230,2,2,NA,NA,3,"Northeastern",797,199
6374,5,360,3,2,NA,1,5,2,3,10,7,6,7,7,8,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,20,NA,6,2,313,12,1,NA,NA,1,NA,1,3,2,NA,8,3,25,1,25,60,1,3521,2,2,NA,NA,3,"North",2762,552
6442,1,NA,4,3,NA,NA,NA,NA,NA,9,5,NA,8,6,5,9,3,1,3,NA,NA,10,2,"RU",2,"RU","RUS","000",2,79,NA,5,1,313,10,6,NA,2005,1,NA,1,1,2,NA,1,1,40,1,40,86,2,9629,2,2,NA,NA,2,"North",957,957
6453,5,300,2,1,4,2,NA,NA,4,8,7,4,5,6,5,8,1,2,NA,1,2,4,1,"6666",1,"6666","EST","000",2,34,3,4,1,620,18,1,NA,NA,1,NA,2,4,1,5,8,4,40,1,40,84,1,2635,2,2,NA,NA,3,"North",2128,532
6461,1,NA,2,1,2,1,2,2,3,8,8,8,8,9,6,9,3,1,3,NA,NA,9,1,"6666",1,"6666","EST","000",2,81,NA,5,1,423,13,6,NA,2017,1,NA,2,2,2,NA,9,5,12,1,12,85,4,4226,2,2,NA,NA,2,"North",484,484
6482,5,120,3,2,NA,2,NA,NA,5,5,0,0,5,7,5,10,3,2,NA,2,NA,5,1,"6666",1,"6666","RUS","EST",1,47,1,NA,3,323,12,1,NA,NA,2,0,NA,1,2,NA,10,10,5,1,168,41,5,1323,1,2,NA,NA,3,"Southern",3071.90356024633,768
6483,5,180,3,2,NA,2,NA,NA,5,6,3,3,4,7,2,6,3,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,30,3,6,3,313,13,1,NA,NA,1,NA,1,4,2,NA,4,3,40,1,45,10,4,8183,2,1,2,1,3,"Southern",1849,924
6484,5,120,2,1,2,2,NA,NA,2,5,5,5,5,7,6,7,3,1,3,NA,NA,5,1,"6666",1,"6666","EST","000",2,26,1,NA,1,313,18,8,NA,2015,1,NA,1,1,2,NA,0,0,40,1,40,47,4,5211,2,1,1,2,3,"North",1610,268
6496,1,NA,3,1,4,1,5,3,5,5,3,3,4,3,3,6,3,2,NA,2,NA,8,1,"6666",1,"6666","EST","000",2,78,NA,5,3,321,15,6,NA,1996,1,NA,1,3,1,30,7,6,40,1,70,1,3,1311,2,2,NA,NA,2,"Central",470,470
6510,3,NA,3,2,NA,2,NA,NA,2,4,0,0,0,5,0,5,3,2,NA,2,NA,5,1,"6666",1,"6666","EST","RUS",2,57,3,5,3,323,12,1,NA,NA,1,NA,1,2,2,NA,10,5,40,1,40,1,4,9212,1,2,NA,NA,3,"Southern",1164,388
6519,4,60,2,1,3,1,3,2,5,10,7,7,6,6,7,8,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,29,1,NA,4,323,12,1,NA,NA,1,NA,1,3,2,NA,0,0,40,1,40,28,4,7223,1,2,NA,NA,3,"Southern",2503,626
6521,3,NA,2,2,NA,2,NA,NA,5,1,5,3,6,8,4,2,2,1,2,NA,NA,6,1,"6666",1,"6666","EST","000",2,57,NA,6,4,323,14,1,NA,NA,1,NA,1,1,2,NA,5,0,40,1,40,47,4,5223,2,2,NA,NA,3,"Central",673,336
6552,1,NA,4,2,NA,2,NA,NA,NA,10,10,10,NA,10,10,10,4,1,3,NA,NA,NA,2,"RU",2,"RU","RUS","000",2,88,NA,5,1,213,8,6,NA,NA,1,NA,1,5,2,NA,0,0,40,1,40,6,3,8112,2,2,NA,NA,2,"Northeastern",456,456
6573,5,180,2,1,1,2,NA,NA,7,10,6,6,6,8,7,9,2,2,NA,2,NA,6,1,"6666",1,"6666","EST","000",2,26,NA,6,1,610,15,1,NA,NA,1,NA,1,2,1,16,9,9,35,1,35,85,1,2342,2,2,NA,NA,3,"North",1043,1043
6699,4,90,3,2,NA,1,1,2,5,9,4,7,7,9,6,8,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",1,47,3,4,3,323,11,1,NA,NA,1,NA,1,4,2,NA,8,1,45,1,50,49,4,4321,1,2,NA,NA,2,"Central",2430,1215
6726,5,300,4,1,1,2,NA,NA,5,10,5,1,1,1,NA,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,58,1,NA,3,720,17,1,NA,NA,1,NA,1,2,1,14,8,8,40,1,40,93,1,1431,2,2,NA,NA,2,"Southern",2537,1268
6761,1,NA,4,3,NA,1,2,2,4,5,5,6,7,8,3,6,3,1,3,NA,NA,5,2,"BY",2,"DE","RUS","000",2,72,NA,5,2,229,10,6,NA,2010,1,NA,1,3,2,NA,1,1,40,1,40,10,4,8160,2,2,NA,NA,2,"North",459,459
6772,5,480,3,1,1,1,4,2,4,7,7,6,8,8,8,6,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,23,NA,6,3,620,16,1,NA,NA,1,NA,1,3,NA,NA,7,3,32,1,32,62,4,2512,2,2,NA,NA,3,"North",1396,1396
6790,5,60,2,1,6,2,NA,NA,5,9,9,6,4,7,4,9,2,2,NA,2,NA,2,1,"6666",1,"6666","EST","000",2,43,1,NA,2,620,16,8,NA,2012,1,NA,1,4,2,NA,4,0,40,1,40,27,4,4323,2,1,1,2,3,"North",1569,136
6799,3,NA,3,1,1,1,1,3,6,10,7,5,8,8,8,10,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",2,67,NA,5,5,213,7,6,NA,NA,1,NA,1,2,2,NA,5,0,25,1,25,87,1,5321,2,2,NA,NA,2,"Central",641,641
6815,5,210,2,3,NA,2,NA,NA,5,9,8,7,9,10,10,9,2,2,NA,2,NA,0,1,"6666",1,"6666","EST","000",1,16,NA,6,1,113,8,2,NA,2017,1,NA,2,2,2,NA,6,4,20,1,20,94,1,6210,2,2,NA,NA,3,"North",2629,0
6833,5,660,1,1,11,1,3,2,7,7,8,5,10,6,4,5,3,2,NA,2,NA,3,1,"6666",1,"6666","ENG","000",1,30,NA,6,1,313,13,1,NA,NA,1,NA,1,5,1,3,9,2,40,1,42,26,4,3323,2,2,NA,NA,3,"North",1193,1193
6902,5,60,2,1,1,2,NA,NA,8,7,8,6,9,8,8,8,1,2,NA,2,NA,1,1,"6666",1,"6666","EST","000",2,30,3,6,1,720,17,1,NA,NA,1,NA,1,5,2,NA,1,1,40,1,40,86,1,3212,2,2,NA,NA,3,"North",1362,340
6917,5,60,3,3,NA,2,NA,NA,5,6,5,5,3,3,4,6,2,1,3,NA,NA,6,2,"6500",2,"UA","RUS","000",2,54,1,NA,1,423,13,1,NA,NA,1,NA,1,3,2,NA,5,0,40,1,40,47,4,5230,2,1,2,2,2,"North",1476,738
